Version = 2.0
Id,Category,DM Address,Name,PLCNo,40000,ModbusAddress,AlgoNo,Length,DataType,BitNo,UseEngUnit,Offset,Span,Monitor,Control,Direction,IOType,EnableTraceLog,Description,Remark,,,,,,,,
1030,System Data,D15000.0,CD_COM_PULSE_PLC2,2,5000,45000,0,1,Bit,0,0,0,0,0,1,PLC?IPC,None,,PLC?IPC Heartbeat Signal,"Send a signal of 0?1 / 1?0 every second. Received via polling at a 1-second interval / If there is no change within 3 seconds, it is considered abnormal.",,,,,,,,
1031,System Data,D15015.0,CD_COM_PULSE_IPC2,2,5015,45015,0,1,Bit,0,0,0,0,0,1,IPC?PLC,None,,IPC?PLC Heartbeat Signal,"Send a signal of 0?1 / 1?0 every second. Reception during scan time / If there is no change within 3 seconds, it is considered abnormal.",,,,,,,,
1032,Control Data,D15050.0,BEND1_DATA_PLC,2,5050,45050,0,1,Bit,0,0,0,0,0,1,PLC?IPC,None,,Bending Process 1 Data Reading Command,"After writing the CCD data to the DM, change the bit to 0?1.. Received via polling at 0.1-second intervals",,,,,,,,
1033,Control Data,D15050.1,BEND2_DATA_PLC,2,5050,45050,0,1,Bit,1,0,0,0,0,1,PLC?IPC,None,,Bending Process 2 Data Reading Command,"After writing the CCD data to the DM, change the bit to 0?1.. Received via polling at 0.1-second intervals",,,,,,,,
1034,Control Data,D15056.0,BEND1_DATA_READ,2,5056,45056,0,1,Bit,0,0,0,0,0,1,IPC?PLC,None,,Bending Step 1: ALL Data Reading Complete,"Create a switch on the IPC monitor, and pressing that switch turns the signal ON.. Recognize triggers from IPC and turn on PLC devices",,,,,,,,
1035,Control Data,D15056.1,BEND2_DATA_READ,2,5056,45056,0,1,Bit,1,0,0,0,0,1,IPC?PLC,None,,Bending Step 2: ALL Data Reading Complete,"Create a switch on the IPC monitor, and pressing that switch turns the signal ON.. Recognize triggers from IPC and turn on PLC devices",,,,,,,,
1036,IO Monitor,D15200,Input2_1,2,5200,45200,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Input
(NO.1?NO.16)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1037,IO Monitor,D15201,Input2_17,2,5201,45201,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Input
(NO.17?NO.32)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1038,IO Monitor,D15202,Input2_33,2,5202,45202,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Input
(NO.33?NO.48)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1039,IO Monitor,D15203,Input2_49,2,5203,45203,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Input
(NO.49?NO.64)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1040,IO Monitor,D15204,Input2_65,2,5204,45204,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Input
(NO.65?NO.80)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1041,IO Monitor,D15205,Input2_81,2,5205,45205,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Input
(NO.81?NO.96)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1042,IO Monitor,D15206,Input2_97,2,5206,45206,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Input
(NO.97?NO.112)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1043,IO Monitor,D15207,Input2_113,2,5207,45207,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Input
(NO.113?NO.128)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1044,IO Monitor,D15208,Input2_129,2,5208,45208,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Input
(NO.129?NO.144)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1045,IO Monitor,D15209,Input2_145,2,5209,45209,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Input
(NO.145?NO.160)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1046,IO Monitor,D15210,Output2_1,2,5210,45210,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Output
(NO.1?NO.16)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1047,IO Monitor,D15211,Output2_17,2,5211,45211,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Output
(NO.17?NO.32)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1048,IO Monitor,D15212,Output2_33,2,5212,45212,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Output
(NO.33?NO.48)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1049,IO Monitor,D15213,Output2_49,2,5213,45213,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Output
(NO.49?NO.64)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1050,IO Monitor,D15214,Output2_65,2,5214,45214,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Output
(NO.65?NO.80)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1051,IO Monitor,D15215,Output2_81,2,5215,45215,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Output
(NO.81?NO.96)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1052,IO Monitor,D15216,Output2_97,2,5216,45216,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Output
(NO.97?NO.112)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1053,IO Monitor,D15217,Output2_113,2,5217,45217,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Output
(NO.113?NO.128)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1054,IO Monitor,D15218,Output2_129,2,5218,45218,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Output
(NO.129?NO.144)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1055,IO Monitor,D15219,Output2_145,2,5219,45219,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,"PLC2 I/O Date Output
(NO.145?NO.160)",Converting each 16-bit I/O information to 0?1. Received via polling at 1-second intervals,,,,,,,,
1056,IO Monitor,D15200.0,PLC2Input001,2,5200,45200,0,1,Bit,0,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 1,,,,,,,,,
1057,IO Monitor,D15200.1,PLC2Input002,2,5200,45200,0,1,Bit,1,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 2,,,,,,,,,
1058,IO Monitor,D15200.2,PLC2Input003,2,5200,45200,0,1,Bit,2,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 3,,,,,,,,,
1059,IO Monitor,D15200.3,PLC2Input004,2,5200,45200,0,1,Bit,3,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 4,,,,,,,,,
1060,IO Monitor,D15200.4,PLC2Input005,2,5200,45200,0,1,Bit,4,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 5,,,,,,,,,
1061,IO Monitor,D15200.5,PLC2Input006,2,5200,45200,0,1,Bit,5,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 6,,,,,,,,,
1062,IO Monitor,D15200.6,PLC2Input007,2,5200,45200,0,1,Bit,6,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 7,,,,,,,,,
1063,IO Monitor,D15200.7,PLC2Input008,2,5200,45200,0,1,Bit,7,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 8,,,,,,,,,
1064,IO Monitor,D15200.8,PLC2Input009,2,5200,45200,0,1,Bit,8,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 9,,,,,,,,,
1065,IO Monitor,D15200.9,PLC2Input010,2,5200,45200,0,1,Bit,9,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 10,,,,,,,,,
1066,IO Monitor,D15200.10,PLC2Input011,2,5200,45200,0,1,Bit,10,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 11,,,,,,,,,
1067,IO Monitor,D15200.11,PLC2Input012,2,5200,45200,0,1,Bit,11,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 12,,,,,,,,,
1068,IO Monitor,D15200.12,PLC2Input013,2,5200,45200,0,1,Bit,12,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 13,,,,,,,,,
1069,IO Monitor,D15200.13,PLC2Input014,2,5200,45200,0,1,Bit,13,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 14,,,,,,,,,
1070,IO Monitor,D15200.14,PLC2Input015,2,5200,45200,0,1,Bit,14,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 15,,,,,,,,,
1071,IO Monitor,D15200.15,PLC2Input016,2,5200,45200,0,1,Bit,15,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 16,,,,,,,,,
1072,IO Monitor,D15201.0,PLC2Input017,2,5201,45201,0,1,Bit,0,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 17,,,,,,,,,
1073,IO Monitor,D15201.1,PLC2Input018,2,5201,45201,0,1,Bit,1,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 18,,,,,,,,,
1074,IO Monitor,D15201.2,PLC2Input019,2,5201,45201,0,1,Bit,2,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 19,,,,,,,,,
1075,IO Monitor,D15201.3,PLC2Input020,2,5201,45201,0,1,Bit,3,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 20,,,,,,,,,
1076,IO Monitor,D15201.4,PLC2Input021,2,5201,45201,0,1,Bit,4,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 21,,,,,,,,,
1077,IO Monitor,D15201.5,PLC2Input022,2,5201,45201,0,1,Bit,5,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 22,,,,,,,,,
1078,IO Monitor,D15201.6,PLC2Input023,2,5201,45201,0,1,Bit,6,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 23,,,,,,,,,
1079,IO Monitor,D15201.7,PLC2Input024,2,5201,45201,0,1,Bit,7,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 24,,,,,,,,,
1080,IO Monitor,D15201.8,PLC2Input025,2,5201,45201,0,1,Bit,8,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 25,,,,,,,,,
1081,IO Monitor,D15201.9,PLC2Input026,2,5201,45201,0,1,Bit,9,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 26,,,,,,,,,
1082,IO Monitor,D15201.10,PLC2Input027,2,5201,45201,0,1,Bit,10,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 27,,,,,,,,,
1083,IO Monitor,D15201.11,PLC2Input028,2,5201,45201,0,1,Bit,11,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 28,,,,,,,,,
1084,IO Monitor,D15201.12,PLC2Input029,2,5201,45201,0,1,Bit,12,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 29,,,,,,,,,
1085,IO Monitor,D15201.13,PLC2Input030,2,5201,45201,0,1,Bit,13,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 30,,,,,,,,,
1086,IO Monitor,D15201.14,PLC2Input031,2,5201,45201,0,1,Bit,14,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 31,,,,,,,,,
1087,IO Monitor,D15201.15,PLC2Input032,2,5201,45201,0,1,Bit,15,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 32,,,,,,,,,
1088,IO Monitor,D15202.0,PLC2Input033,2,5202,45202,0,1,Bit,0,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 33,,,,,,,,,
1089,IO Monitor,D15202.1,PLC2Input034,2,5202,45202,0,1,Bit,1,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 34,,,,,,,,,
1090,IO Monitor,D15202.2,PLC2Input035,2,5202,45202,0,1,Bit,2,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 35,,,,,,,,,
1091,IO Monitor,D15202.3,PLC2Input036,2,5202,45202,0,1,Bit,3,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 36,,,,,,,,,
1092,IO Monitor,D15202.4,PLC2Input037,2,5202,45202,0,1,Bit,4,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 37,,,,,,,,,
1093,IO Monitor,D15202.5,PLC2Input038,2,5202,45202,0,1,Bit,5,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 38,,,,,,,,,
1094,IO Monitor,D15202.6,PLC2Input039,2,5202,45202,0,1,Bit,6,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 39,,,,,,,,,
1095,IO Monitor,D15202.7,PLC2Input040,2,5202,45202,0,1,Bit,7,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 40,,,,,,,,,
1096,IO Monitor,D15202.8,PLC2Input041,2,5202,45202,0,1,Bit,8,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 41,,,,,,,,,
1097,IO Monitor,D15202.9,PLC2Input042,2,5202,45202,0,1,Bit,9,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 42,,,,,,,,,
1098,IO Monitor,D15202.10,PLC2Input043,2,5202,45202,0,1,Bit,10,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 43,,,,,,,,,
1099,IO Monitor,D15202.11,PLC2Input044,2,5202,45202,0,1,Bit,11,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 44,,,,,,,,,
1100,IO Monitor,D15202.12,PLC2Input045,2,5202,45202,0,1,Bit,12,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 45,,,,,,,,,
1101,IO Monitor,D15202.13,PLC2Input046,2,5202,45202,0,1,Bit,13,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 46,,,,,,,,,
1102,IO Monitor,D15202.14,PLC2Input047,2,5202,45202,0,1,Bit,14,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 47,,,,,,,,,
1103,IO Monitor,D15202.15,PLC2Input048,2,5202,45202,0,1,Bit,15,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 48,,,,,,,,,
1104,IO Monitor,D15203.0,PLC2Input049,2,5203,45203,0,1,Bit,0,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 49,,,,,,,,,
1105,IO Monitor,D15203.1,PLC2Input050,2,5203,45203,0,1,Bit,1,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 50,,,,,,,,,
1106,IO Monitor,D15203.2,PLC2Input051,2,5203,45203,0,1,Bit,2,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 51,,,,,,,,,
1107,IO Monitor,D15203.3,PLC2Input052,2,5203,45203,0,1,Bit,3,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 52,,,,,,,,,
1108,IO Monitor,D15203.4,PLC2Input053,2,5203,45203,0,1,Bit,4,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 53,,,,,,,,,
1109,IO Monitor,D15203.5,PLC2Input054,2,5203,45203,0,1,Bit,5,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 54,,,,,,,,,
1110,IO Monitor,D15203.6,PLC2Input055,2,5203,45203,0,1,Bit,6,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 55,,,,,,,,,
1111,IO Monitor,D15203.7,PLC2Input056,2,5203,45203,0,1,Bit,7,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 56,,,,,,,,,
1112,IO Monitor,D15203.8,PLC2Input057,2,5203,45203,0,1,Bit,8,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 57,,,,,,,,,
1113,IO Monitor,D15203.9,PLC2Input058,2,5203,45203,0,1,Bit,9,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 58,,,,,,,,,
1114,IO Monitor,D15203.10,PLC2Input059,2,5203,45203,0,1,Bit,10,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 59,,,,,,,,,
1115,IO Monitor,D15203.11,PLC2Input060,2,5203,45203,0,1,Bit,11,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 60,,,,,,,,,
1116,IO Monitor,D15203.12,PLC2Input061,2,5203,45203,0,1,Bit,12,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 61,,,,,,,,,
1117,IO Monitor,D15203.13,PLC2Input062,2,5203,45203,0,1,Bit,13,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 62,,,,,,,,,
1118,IO Monitor,D15203.14,PLC2Input063,2,5203,45203,0,1,Bit,14,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 63,,,,,,,,,
1119,IO Monitor,D15203.15,PLC2Input064,2,5203,45203,0,1,Bit,15,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 64,,,,,,,,,
1120,IO Monitor,D15204.0,PLC2Input065,2,5204,45204,0,1,Bit,0,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 65,,,,,,,,,
1121,IO Monitor,D15204.1,PLC2Input066,2,5204,45204,0,1,Bit,1,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 66,,,,,,,,,
1122,IO Monitor,D15204.2,PLC2Input067,2,5204,45204,0,1,Bit,2,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 67,,,,,,,,,
1123,IO Monitor,D15204.3,PLC2Input068,2,5204,45204,0,1,Bit,3,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 68,,,,,,,,,
1124,IO Monitor,D15204.4,PLC2Input069,2,5204,45204,0,1,Bit,4,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 69,,,,,,,,,
1125,IO Monitor,D15204.5,PLC2Input070,2,5204,45204,0,1,Bit,5,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 70,,,,,,,,,
1126,IO Monitor,D15204.6,PLC2Input071,2,5204,45204,0,1,Bit,6,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 71,,,,,,,,,
1127,IO Monitor,D15204.7,PLC2Input072,2,5204,45204,0,1,Bit,7,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 72,,,,,,,,,
1128,IO Monitor,D15204.8,PLC2Input073,2,5204,45204,0,1,Bit,8,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 73,,,,,,,,,
1129,IO Monitor,D15204.9,PLC2Input074,2,5204,45204,0,1,Bit,9,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 74,,,,,,,,,
1130,IO Monitor,D15204.10,PLC2Input075,2,5204,45204,0,1,Bit,10,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 75,,,,,,,,,
1131,IO Monitor,D15204.11,PLC2Input076,2,5204,45204,0,1,Bit,11,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 76,,,,,,,,,
1132,IO Monitor,D15204.12,PLC2Input077,2,5204,45204,0,1,Bit,12,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 77,,,,,,,,,
1133,IO Monitor,D15204.13,PLC2Input078,2,5204,45204,0,1,Bit,13,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 78,,,,,,,,,
1134,IO Monitor,D15204.14,PLC2Input079,2,5204,45204,0,1,Bit,14,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 79,,,,,,,,,
1135,IO Monitor,D15204.15,PLC2Input080,2,5204,45204,0,1,Bit,15,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 80,,,,,,,,,
1136,IO Monitor,D15205.0,PLC2Input081,2,5205,45205,0,1,Bit,0,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 81,,,,,,,,,
1137,IO Monitor,D15205.1,PLC2Input082,2,5205,45205,0,1,Bit,1,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 82,,,,,,,,,
1138,IO Monitor,D15205.2,PLC2Input083,2,5205,45205,0,1,Bit,2,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 83,,,,,,,,,
1139,IO Monitor,D15205.3,PLC2Input084,2,5205,45205,0,1,Bit,3,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 84,,,,,,,,,
1140,IO Monitor,D15205.4,PLC2Input085,2,5205,45205,0,1,Bit,4,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 85,,,,,,,,,
1141,IO Monitor,D15205.5,PLC2Input086,2,5205,45205,0,1,Bit,5,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 86,,,,,,,,,
1142,IO Monitor,D15205.6,PLC2Input087,2,5205,45205,0,1,Bit,6,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 87,,,,,,,,,
1143,IO Monitor,D15205.7,PLC2Input088,2,5205,45205,0,1,Bit,7,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 88,,,,,,,,,
1144,IO Monitor,D15205.8,PLC2Input089,2,5205,45205,0,1,Bit,8,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 89,,,,,,,,,
1145,IO Monitor,D15205.9,PLC2Input090,2,5205,45205,0,1,Bit,9,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 90,,,,,,,,,
1146,IO Monitor,D15205.10,PLC2Input091,2,5205,45205,0,1,Bit,10,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 91,,,,,,,,,
1147,IO Monitor,D15205.11,PLC2Input092,2,5205,45205,0,1,Bit,11,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 92,,,,,,,,,
1148,IO Monitor,D15205.12,PLC2Input093,2,5205,45205,0,1,Bit,12,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 93,,,,,,,,,
1149,IO Monitor,D15205.13,PLC2Input094,2,5205,45205,0,1,Bit,13,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 94,,,,,,,,,
1150,IO Monitor,D15205.14,PLC2Input095,2,5205,45205,0,1,Bit,14,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 95,,,,,,,,,
1151,IO Monitor,D15205.15,PLC2Input096,2,5205,45205,0,1,Bit,15,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 96,,,,,,,,,
1152,IO Monitor,D15206.0,PLC2Input097,2,5206,45206,0,1,Bit,0,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 97,,,,,,,,,
1153,IO Monitor,D15206.1,PLC2Input098,2,5206,45206,0,1,Bit,1,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 98,,,,,,,,,
1154,IO Monitor,D15206.2,PLC2Input099,2,5206,45206,0,1,Bit,2,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 99,,,,,,,,,
1155,IO Monitor,D15206.3,PLC2Input100,2,5206,45206,0,1,Bit,3,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 100,,,,,,,,,
1156,IO Monitor,D15206.4,PLC2Input101,2,5206,45206,0,1,Bit,4,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 101,,,,,,,,,
1157,IO Monitor,D15206.5,PLC2Input102,2,5206,45206,0,1,Bit,5,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 102,,,,,,,,,
1158,IO Monitor,D15206.6,PLC2Input103,2,5206,45206,0,1,Bit,6,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 103,,,,,,,,,
1159,IO Monitor,D15206.7,PLC2Input104,2,5206,45206,0,1,Bit,7,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 104,,,,,,,,,
1160,IO Monitor,D15206.8,PLC2Input105,2,5206,45206,0,1,Bit,8,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 105,,,,,,,,,
1161,IO Monitor,D15206.9,PLC2Input106,2,5206,45206,0,1,Bit,9,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 106,,,,,,,,,
1162,IO Monitor,D15206.10,PLC2Input107,2,5206,45206,0,1,Bit,10,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 107,,,,,,,,,
1163,IO Monitor,D15206.11,PLC2Input108,2,5206,45206,0,1,Bit,11,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 108,,,,,,,,,
1164,IO Monitor,D15206.12,PLC2Input109,2,5206,45206,0,1,Bit,12,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 109,,,,,,,,,
1165,IO Monitor,D15206.13,PLC2Input110,2,5206,45206,0,1,Bit,13,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 110,,,,,,,,,
1166,IO Monitor,D15206.14,PLC2Input111,2,5206,45206,0,1,Bit,14,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 111,,,,,,,,,
1167,IO Monitor,D15206.15,PLC2Input112,2,5206,45206,0,1,Bit,15,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 112,,,,,,,,,
1168,IO Monitor,D15207.0,PLC2Input113,2,5207,45207,0,1,Bit,0,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 113,,,,,,,,,
1169,IO Monitor,D15207.1,PLC2Input114,2,5207,45207,0,1,Bit,1,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 114,,,,,,,,,
1170,IO Monitor,D15207.2,PLC2Input115,2,5207,45207,0,1,Bit,2,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 115,,,,,,,,,
1171,IO Monitor,D15207.3,PLC2Input116,2,5207,45207,0,1,Bit,3,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 116,,,,,,,,,
1172,IO Monitor,D15207.4,PLC2Input117,2,5207,45207,0,1,Bit,4,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 117,,,,,,,,,
1173,IO Monitor,D15207.5,PLC2Input118,2,5207,45207,0,1,Bit,5,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 118,,,,,,,,,
1174,IO Monitor,D15207.6,PLC2Input119,2,5207,45207,0,1,Bit,6,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 119,,,,,,,,,
1175,IO Monitor,D15207.7,PLC2Input120,2,5207,45207,0,1,Bit,7,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 120,,,,,,,,,
1176,IO Monitor,D15207.8,PLC2Input121,2,5207,45207,0,1,Bit,8,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 121,,,,,,,,,
1177,IO Monitor,D15207.9,PLC2Input122,2,5207,45207,0,1,Bit,9,0,0,0,0,1,PLC?IPC,Input,,PLC1 I/O Input 122,,,,,,,,,
